Name,Comment,Time,Likes,Reply Count
Bobby Alipour,"So I noticed when visiting Iran that they don't have very many American products. When the Islamic Republic took over after the 1979 revolution, they kicked out all American and Western companies and universities, but somehow you can find Coca Cola and Fanta in every store over there still.",2021-05-17T02:24:47Z,4,2
Bobby Alipour,"@Seren Solomand Didn't see that, will check it out.",2021-05-19T19:50:36Z,0,
Seren Solomand,The video that shows them smuggling in KFC is pretty interesting as well.,2021-05-18T15:42:30Z,0,
Remell Watson,The sugar count is too. Strong,2021-05-17T01:05:48Z,2,0
Tom Drummy,Why ?  Because many people drink and eat crap......read the ingredients . That’s why pharmaceuticals are so popular........consume crap.......we have a medication for everything.,2021-05-17T00:50:46Z,1,0
LOSx MATITAS,How come they didnt say how much water they pump!!!!,2021-05-17T00:27:54Z,1,0
Peter Bill,"I honestly think any other soda brand is better than Coca cola!!! Mountain dew way better, dr pepper way better",2021-05-17T00:23:15Z,0,0
Danny Cervantes,😳😬😤,2021-05-17T00:20:09Z,0,0
TK Yap,To innovate to stay in business doesn't mean healthier products are being produced. Less sugar is not less unhealthy. That will depend on what has been substituted for.,2021-05-16T23:56:12Z,0,0
Kiel Andrews,Team up with Sailor Jerry and bottle Rum and Cokes. Please and thank you.,2021-05-16T23:51:41Z,0,0
hp,How much did they pay you for a positive promotion? Coke is actually laying people off,2021-05-16T23:38:23Z,0,0
BeastCoastKicks,PepsiCo is 1000x better and not as shady 😬,2021-05-16T23:18:53Z,0,0
Dumisani Maseko,They energy drink its to espencive.. compare to other.. and it small... So it's a no for me,2021-05-16T23:04:44Z,0,0
Steve Pailet,get woke go broke.  The CEO and his BS Racial crap did not help Coke.  They turned around in a hurry.  https://www.theblaze.com/news/coca-cola-backlash-racism-training,2021-05-16T22:23:42Z,0,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:40:02Z,0,
Chris C,Pepsi is too sweet!,2021-05-16T22:15:18Z,0,0
Sir Francis,"Long $KO!!!
Business will boom!!!",2021-05-16T21:47:39Z,0,0
Noob Ernie,Not a fan of there slow moving stock. It’s like there stock went waaaay down went pandemic came. And feels like it still hasent recovered,2021-05-16T21:45:24Z,0,0
blood diamond,coke gave me cavities,2021-05-16T21:28:48Z,1,0
Sudden Dilemma,This sounds like a white guy narrating this. You need to be less white according to coke.,2021-05-16T21:27:31Z,0,0
R Dafé,Oh the story of this fantastic brand killing the earth with their plastic packaging!,2021-05-16T20:49:19Z,0,0
"77,777,777 views",Coca Cola just axed coke energy that didn't last long good thing they own a equity stake in Monster Energy,2021-05-16T20:45:47Z,0,0
4Realkevv,Sugary n kills u in long run,2021-05-16T20:33:33Z,1,0
ambrosous,"Since I have been alive every few years they say they will use 50% or other percent recycled plastic in their bottles - LIES! They never reach the goals they set, because they want to make money and nothing else matters!",2021-05-16T20:25:27Z,0,0
Jay Vieira,Coca Woke Cola - “How can I be less White”.,2021-05-16T19:19:10Z,5,1
Voice Of Reason,I will NOT purchase Coke products....PERIOD.,2021-05-20T05:40:37Z,1,
fishheadbreakroom,I'll never have one again once they decided to go into politics .,2021-05-16T19:08:48Z,2,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:40:48Z,0,
Pliny Elder,Haven’t drank coke since 2010. Best decision ever. Way too much sugar.,2021-05-16T19:02:33Z,0,2
Yummy Spaghetti Noodles,@Harry Moorehouse Just stop. It's an addiction. Be careful not to substitute the addiction for tea or koolaid.,2021-05-17T03:22:23Z,0,
Harry Moorehouse,"How did you quit? I tried, always go back to drinking it.",2021-05-16T22:05:50Z,0,
Tracy Iveren Kile,It’s customer base out here in Nigeria is really remarkable.,2021-05-16T19:00:37Z,7,4
Tracy Iveren Kile,@Armyboy 10111 well it had no place here. But hey let’s drink some coca-cola and cool off.,2021-05-19T05:50:31Z,0,
Armyboy 10111,"@Tracy Iveren Kile It's a song, lol.",2021-05-18T23:39:44Z,0,
Tracy Iveren Kile,@Armyboy 10111 Speak for yourself.,2021-05-18T13:09:10Z,4,
Armyboy 10111,We're all living in Amerika.,2021-05-17T19:34:45Z,0,
Anthony_Rob Lucas_TraderFx,"The world's 2,365 billionaires enjoyed a $4 trillion boost to their wealth during the first year of the pandemic, increasing their fortunes by 54%.
The rich see the global economic crisis as a garage sale, that's why investing right now and planning for your future will be the best decision you ever made.

There might be an economic turmoil but there's no doubt this is still the best time to invest, its time we take full control of our financial independence/freedom.
Wealthy people don't make other wealthy people rich, they give wealthy people ideas so that the poor can make them rich.

The average ""Joe"" can be the next millionaire just off trading, learning the markets and its psychology(The hardest thing in trading) with the right mentor but you got to start somewhere.
I'm a high five figure earner, still growing and compounding profits daily with just a HS diploma!

Get @ me in the comment section if you looking to earn and learn the pros and cons of the financial markets📈💻.",2021-05-16T18:57:16Z,0,0
Willard Yoder,Woka cola🖕👎,2021-05-16T18:48:27Z,0,0
Nick Klaus,1.9L of water to make a 1L drink??? wow. I can't remember the last time I had a cocacola. I probably have one soda a month from a fast food meal and most of the time I can't even finish the whole drink. How people drink this stuff everyday is amazing to me.,2021-05-16T18:38:27Z,0,1
Harry Moorehouse,"It's the best! A cold bottle from the fridge, the anticipation, the excitement, the fizz... what's not to love? I drink 2L of cherry coke, pretty much everyday. I love the sugar rush, it hits the pleasure zone in my brain.",2021-05-16T21:57:20Z,0,
DVoiceO'Truth,CEO talks and looks like a sports commentator.,2021-05-16T18:23:54Z,0,0
will beTruckin,"It's called.....addiction, and it's killing people! Get this product out of the fridge folks!",2021-05-16T18:21:12Z,4,0
Dustin Stephens,My dad was a major Coke drinker and sugar junkie all his life... which ended from cancer at 67. Some people think diet soda is healthier but what they don't know is that the artificial sweetener used is a neurotoxin. No word of a lie you're better off consuming alcohol than any soft drink.. straight up poison that should be illegal.,2021-05-16T18:04:26Z,0,2
Yummy Spaghetti Noodles,I stopped trusting the government after they pushed hydroxychloroquine as the cure to covid.,2021-05-17T03:23:44Z,0,
Harry Moorehouse,I wish I could stop. I really do.,2021-05-16T22:10:53Z,0,
dskwared2u,I won't purchase beverages in plastic bottles. Have you been to the beach lately?,2021-05-16T17:56:17Z,6,3
IceWorks,🤣🤣,2021-06-30T20:16:34Z,0,
dskwared2u,@Lockon Stratos Go clean your room little boy b4 I come and tan your hide. Our personal decisions make a difference.,2021-05-26T03:09:48Z,1,
Lockon Stratos,Yep they’re going out of business because of you,2021-05-26T01:25:12Z,1,
Handsome BLACK Muscle,Coca Cola as a company is damn joke,2021-05-16T17:56:07Z,0,1
Dust My Broom,Coca Cola is fine General Motors is a joke,2021-05-20T11:12:20Z,0,
oneofthemdeals,This Foreigner will always be remembered as a Woke CEO caving in from The Left!,2021-05-16T17:46:50Z,11,0
Water Bug,"Sports Performance drink, for obese people hoping to get enough energy to drag their fat ass to the donut shop.",2021-05-16T17:44:44Z,0,0
Fellwinter,How many are watching this while drinking a coke?,2021-05-16T17:41:28Z,0,0
Juan Manuel Penaloza,Bring back glass bottles!!,2021-05-16T17:27:58Z,3,0
Subodh Singh,Coca cola still dominates thanks to mintos and tiktok,2021-05-16T17:25:40Z,1,0
Gilennium,PEPSI ONLY,2021-05-16T17:01:33Z,0,0
semicharmedlife311,"Video provides a solid overview of Coca-Cola, but I'm not sure it actually answered the question given in the title.",2021-05-16T16:50:19Z,0,0
Derek Drozdzik,By buying nestle water?,2021-05-16T16:41:15Z,0,0
Quentin Nagel,We are done with Coke.,2021-05-16T16:33:12Z,1,1
Voice Of Reason,I will NOT purchase Coke products....PERIOD.,2021-05-20T05:41:23Z,1,
Abhipray,Paid promotion?,2021-05-16T16:33:04Z,1,0
Jean has a question.,coke went Woke. RC for me please,2021-05-16T16:32:40Z,2,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:41:32Z,0,
Consume TV,"2:24 No, coca leaves are not cocaine. Yes, the base ingredient for cocaine are coca leaves, but you need to add many chemical processes in order to convert it to that infamous drug. C'mon, CNBC.",2021-05-16T16:29:34Z,6,0
PPhage31,I was livid when Coca-Cola changed the formula of coke zero in March. Already give up on coke. No more. Still mad.,2021-05-16T16:28:18Z,0,0
Sam Arbuckle,Not in my house anymore,2021-05-16T16:23:37Z,2,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:41:38Z,0,
Leon Chambers,"Coca-Cola wasn’t hit hard by no pandemic, it’s because they when woke and then they got broke",2021-05-16T16:05:20Z,0,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:41:52Z,0,
Flabby Bum,Woka Cola,2021-05-16T15:59:09Z,1,4
Backup_al meknassi,@Voice Of Reason I dont drink coke anymore. And ye ur right about ceo tho.  Water is much better,2021-07-27T11:56:12Z,0,
Voice Of Reason,"@Backup_al meknassi  Although I have seen thousands of posts from people no longer drinking Coke, I really don't care what other people do.  Principles are more important than a soda.  I refuse to drink a soda where the CEO doesn't treat people of every Race equally.",2021-07-27T03:55:08Z,0,
Backup_al meknassi,"@Voice Of Reason but most people will. No matter what you say it will not work. Coke has outsold pepsi by a lot this year and always has. Just wipe your tears, take a deep breath, accept your defeat, and be humble about it.",2021-06-15T17:51:22Z,0,
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:41:43Z,1,
B Babu,"The whole world: Coke tastes so good. It's the best!
Scotland: Drinks Irn-bru and laughs in Glasgwegian.",2021-05-16T15:59:05Z,2,1
Pliny Elder,No one cares,2021-05-16T19:10:07Z,1,
Brian Lee,Yummy! Sugar water and diabetes!!!!,2021-05-16T15:52:31Z,5,1
FrozenPaint,Corn syrup water*,2021-05-17T08:08:21Z,0,
iDontKnowJeffery,who the hell drinks pepsi instead of coca cola. you are weird.,2021-05-16T15:51:41Z,0,0
NTV Online,"Stop using high fructose corn syrup in Coca-Cola. How dare you call what you sell in the US original classic flavor! You use sugar in other countries. Bring it back here. Why do you keep making diet sodas with aspartame in it? You are just repacking Diet Coke. Aspartame never should have been approved for consumption. That plus saccharine in Tab just shows that you are making no effort to produce better products. They test drinks were never mass produced because you care more about your profits than you do about whether or not your customers will be around in the next fiscal year to buy your products again.   Instead of innovation, you just buy another company. Focus on your original drink and return the formula we knew before “New Coke” ruined your company’s standards for product development.",2021-05-16T15:35:31Z,0,0
Rational Investing,Coca Cola and Pepsico to the moon! 🌙 🚀,2021-05-16T15:30:39Z,1,0
D.A. Risse,Be less white ?,2021-05-16T15:30:12Z,0,0
Rational Investing,"Coca Cola has been the market leader for a very long time and will continue to play a leading role in the beverage industry for a long time to come! If after Corona more gastronomy will be open again, it looks better with the sales again! Warren Buffett finally also believes in the company!",2021-05-16T15:20:29Z,3,0
ThatJeepChannelYouNeeded,"wait till next year when the real numbers show up,, since coca cola hates white people now you will see a big drop in their numbers soon, shouldn't have trained your employees to be ""less white""",2021-05-16T15:09:45Z,1,0
Native2458,"This is a pure sugar, totally bad for you as your body doesn't know what to do with it.",2021-05-16T15:04:03Z,2,0
Daniel Mims,"I love coke but if I buy one at a convenience store , I'm getting the Mexican glass bottle Coke . It's $1.89 for .5 liter and made with cane sugar and taste so much better than any other coca-cola products. Compared to $2 for a plastic 20oz bottle I'd much rather have the imported Mexicoke . It's weird I used to live in Alaska and the Mexican cokes were the same price they were here in Texas, but the domestic ones were drastically more expensive: $2.59 for 20 oz plastic bottle. It was actually cheaper to buy a imported Mexicoke than the ones from the u.s. and I got hooked on them . Coke should license some of the older bottling companies around the country to make a cane sugar Coke like Dublin bottling company in Texas , who got famous for being the last Dr pepper bottler using pure cane sugar opposed to corn syrup. Dr pepper pulled the license like 15 years ago. Then Dr pepper released a pure cane sugar version afterwards and even used the same mint green color as Dublin Bottle caps had. It would be cool if coke licensed Dublin to make cane sugar variety of Coca-cola. That would be a hit for sure. People still talk about Dublin Dr Pepper. I grew up about 100 miles from there but there was a drug store that had them in a vending machine, so they were already like mythical status in the early 80s . Coke should make a Dublin coke it would certainly be a hit in the southwest . The fact that you can get a cane sugar Coke in a glass bottle that not only taste better , but that's around the same price , you would think they would notice.",2021-05-16T15:00:58Z,2,1
Endergizer,Go watch Johnny Harris video about that topic. It'll be interesting for you.,2021-05-17T03:57:47Z,1,
Bubber Cakes,Drink water!,2021-05-16T15:00:44Z,0,0
7egendx,!And Coke is Coke!  I always go for the BEST!,2021-05-16T15:00:04Z,0,0
7egendx,"Coca-Cola Energy sucks!

TAB sucked cause they used Sacharin!

The reason Coca-Cola survives it's because of loyalty!  From my experience... I go to a restaurant and ask for diet Coke or Coke Zero! And they say we only have Pepsi, I say just bring me water then!

Just like toothpaste, I prefer Colgate over Crest!",2021-05-16T14:56:46Z,0,0
